id,sentiment,call_timestamp,reason,city,state,channel,response_time,call duration in minutes,call_center,Market
VEO-77540695-3-646549-Rg,Neutral,10/17/2023,Canister Seal Issue,Washington,District of Columbia,Call-Center,Below SLA,34,Los Angeles/CA,HOME
ULQ-77812263-P-626691-Ux,Neutral,10/18/2023,Canister Seal Issue,Washington,District of Columbia,Web,Within SLA,32,Baltimore/MD,HOME
NUS-82794564-r-080640-3a,Positive,10/10/2023,Canister Seal Issue,Washington,District of Columbia,Email,Below SLA,36,Los Angeles/CA,HOME
NAU-69264124-0-956472-ph,Negative,10/30/2023,Power Cord issue,Washington,District of Columbia,Call-Center,Within SLA,45,Baltimore/MD,HOME
BSA-14025510-s-531783-pS,Neutral,10/16/2023,Canister Seal Issue,Washington,District of Columbia,Call-Center,Below SLA,40,Los Angeles/CA,HOME
FAR-40755001-1-582618-ny,Very Negative,10/26/2023,Pressure Error Alert,Washington,District of Columbia,Text,Within SLA,14,Baltimore/MD,HOME
SYS-92174960-o-593755-Bl,Very Negative,10/15/2023,Canister Seal Issue,Washington,District of Columbia,Text,Within SLA,32,Los Angeles/CA,HOME
FSB-90705549-g-010335-64,Negative,10/1/2023,Canister Seal Issue,Washington,District of Columbia,Email,Within SLA,37,Baltimore/MD,HOME
BFJ-00924834-S-369582-u8,Neutral,10/22/2023,Canister Seal Issue,Washington,District of Columbia,Text,Below SLA,43,Chicago/IL,HOME
JAT-47636145-Z-847313-Pb,Positive,10/25/2023,Canister Seal Issue,Washington,District of Columbia,Email,Below SLA,18,Los Angeles/CA,HOME
JJB-29458734-L-615868-FS,Negative,10/17/2023,Canister Seal Issue,Washington,District of Columbia,Web,Within SLA,44,Baltimore/MD,HOME
NEB-94824667-U-940801-Ws,Very Negative,10/17/2023,Canister Seal Issue,Washington,District of Columbia,Text,Within SLA,33,Denver/CO,HOME
ESG-77240656-U-231595-3F,Very Negative,10/3/2023,Canister Seal Issue,Washington,District of Columbia,Email,Below SLA,21,Chicago/IL,HOME
XZJ-06256378-T-914708-65,Neutral,10/18/2023,Canister Seal Issue,Washington,District of Columbia,Text,Within SLA,5,Baltimore/MD,HOME
FEW-90892573-I-908977-xO,Very Positive,10/6/2023,Power Cord issue,Washington,District of Columbia,Call-Center,Below SLA,44,Denver/CO,HOME
PTU-49793464-j-209277-0x,Negative,10/25/2023,Pressure Error Alert,Washington,District of Columbia,Text,Within SLA,21,Los Angeles/CA,HOME
QEA-31467199-3-485224-TQ,Neutral,10/20/2023,Canister Seal Issue,Washington,District of Columbia,Web,Within SLA,38,Los Angeles/CA,HOME
HJQ-21564611-B-362942-JO,Positive,10/14/2023,Pressure Error Alert,Washington,District of Columbia,Text,Within SLA,33,Los Angeles/CA,HOME
IAA-65082350-u-715038-xv,Negative,10/14/2023,Canister Seal Issue,Washington,District of Columbia,Text,Within SLA,18,Chicago/IL,HOME
INB-26059231-i-835035-GA,Negative,10/12/2023,Canister Seal Issue,Washington,District of Columbia,Text,Within SLA,35,Baltimore/MD,HOME
POG-71869112-X-796202-3f,Very Positive,10/8/2023,Canister Seal Issue,Washington,District of Columbia,Call-Center,Within SLA,20,Los Angeles/CA,HOME
RHT-43237995-X-087020-ax,Negative,10/13/2023,Canister Seal Issue,Washington,District of Columbia,Call-Center,Within SLA,23,Los Angeles/CA,HOME
FQW-44221353-t-787248-lF,Positive,10/13/2023,Pressure Error Alert,Washington,District of Columbia,Email,Within SLA,28,Chicago/IL,HOME
YAB-69915424-j-198005-0n,Negative,10/26/2023,Canister Seal Issue,Washington,District of Columbia,Text,Above SLA,30,Baltimore/MD,HOME
HBB-25181410-T-966462-pU,Very Positive,10/23/2023,Canister Seal Issue,Washington,District of Columbia,Text,Above SLA,19,Los Angeles/CA,HOME
RSB-77194528-Q-399997-u3,Negative,10/26/2023,Power Cord issue,Washington,District of Columbia,Call-Center,Below SLA,21,Denver/CO,HOME
UNR-91415936-7-155781-UF,Very Positive,10/9/2023,Canister Seal Issue,Washington,District of Columbia,Email,Within SLA,31,Chicago/IL,HOME
NTO-79610101-d-171546-lD,Neutral,10/12/2023,Power Cord issue,Washington,District of Columbia,Call-Center,Below SLA,37,Chicago/IL,HOME
YVY-40426490-n-851077-Ow,Negative,10/8/2023,Canister Seal Issue,Washington,District of Columbia,Text,Below SLA,7,Chicago/IL,HOME
WJS-13743568-E-563440-9V,Neutral,10/20/2023,Canister Seal Issue,Washington,District of Columbia,Web,Below SLA,6,Los Angeles/CA,HOME
IDH-76552507-T-637986-HJ,Positive,10/10/2023,Canister Seal Issue,Washington,District of Columbia,Web,Within SLA,31,Baltimore/MD,HOME
ARV-27516776-p-779267-D7,Positive,10/21/2023,Canister Seal Issue,Washington,District of Columbia,Text,Below SLA,33,Los Angeles/CA,HOME
GQZ-33666645-i-242268-aa,Negative,10/28/2023,Canister Seal Issue,Washington,District of Columbia,Email,Above SLA,36,Baltimore/MD,HOME
GFR-57884062-7-969910-l6,Very Negative,10/7/2023,Pressure Error Alert,Washington,District of Columbia,Text,Within SLA,20,Chicago/IL,HOME
FNU-31731009-L-262500-tp,Negative,10/7/2023,Power Cord issue,Washington,District of Columbia,Call-Center,Below SLA,27,Chicago/IL,HOME
xAH-02354718-A-922163-Ho,Negative,10/9/2023,Canister Seal Issue,Washington,District of Columbia,Text,Below SLA,42,Baltimore/MD,HOME
xGR-57400737-4-144367-AP,Negative,10/28/2023,Canister Seal Issue,Washington,District of Columbia,Email,Within SLA,21,Los Angeles/CA,HOME
JOZ-11092950-j-197012-TN,Very Negative,10/15/2023,Pressure Error Alert,Washington,District of Columbia,Email,Below SLA,32,Denver/CO,HOME
RZI-00527622-D-247981-8U,Negative,10/11/2023,Canister Seal Issue,Washington,District of Columbia,Call-Center,Below SLA,19,Los Angeles/CA,HOME
XTZ-67701532-j-573668-hZ,Neutral,10/28/2023,Canister Seal Issue,Washington,District of Columbia,Text,Above SLA,10,Baltimore/MD,HOME
SFG-14985451-Z-186480-2o,Very Negative,10/14/2023,Canister Seal Issue,Washington,District of Columbia,Text,Within SLA,6,Chicago/IL,HOME
SVL-68078595-R-122005-Rg,Neutral,10/29/2023,Canister Seal Issue,Washington,District of Columbia,Text,Within SLA,44,Los Angeles/CA,HOME
HBP-72758837-x-064137-jq,Neutral,10/6/2023,Canister Seal Issue,Washington,District of Columbia,Email,Below SLA,29,Chicago/IL,HOME
SGS-04653844-2-771158-ux,Negative,10/29/2023,Canister Seal Issue,Washington,District of Columbia,Call-Center,Below SLA,7,Baltimore/MD,HOME
ORO-62287460-R-552313-yb,Positive,10/3/2023,Canister Seal Issue,Washington,District of Columbia,Email,Within SLA,6,Denver/CO,HOME
EOH-29757583-q-504664-xN,Very Negative,10/19/2023,Canister Seal Issue,Washington,District of Columbia,Web,Within SLA,16,Los Angeles/CA,HOME
OPS-03841682-x-944528-Ut,Neutral,10/30/2023,Pressure Error Alert,Washington,District of Columbia,Text,Within SLA,21,Los Angeles/CA,HOME
UUT-41608771-J-160009-27,Very Negative,10/18/2023,Canister Seal Issue,Washington,District of Columbia,Text,Above SLA,35,Chicago/IL,HOME
UOx-42170562-R-662028-Ry,Negative,10/3/2023,Power Cord issue,Washington,District of Columbia,Call-Center,Within SLA,16,Denver/CO,HOME
PAQ-96082774-Y-569841-NO,Negative,10/26/2023,Canister Seal Issue,Washington,District of Columbia,Text,Within SLA,11,Baltimore/MD,HOME
NVR-58480941-Z-661307-RH,Negative,10/13/2023,Power Cord issue,Washington,District of Columbia,Call-Center,Within SLA,44,Chicago/IL,HOME
TWE-34715545-Q-384890-Jx,Neutral,10/4/2023,Power Cord issue,Washington,District of Columbia,Call-Center,Below SLA,24,Baltimore/MD,HOME
XRX-56871498-T-717889-Up,Very Negative,10/22/2023,Power Cord issue,Washington,District of Columbia,Call-Center,Within SLA,30,Los Angeles/CA,HOME
SRX-60448505-R-793700-RT,Neutral,10/13/2023,Canister Seal Issue,Washington,District of Columbia,Call-Center,Below SLA,15,Los Angeles/CA,HOME
UZO-71509500-j-869941-tR,Very Negative,10/23/2023,Canister Seal Issue,Washington,District of Columbia,Email,Within SLA,24,Denver/CO,HOME
NXT-51665476-E-409402-WX,Neutral,10/15/2023,Canister Seal Issue,Washington,District of Columbia,Text,Within SLA,44,Baltimore/MD,HOME
QxJ-12936224-A-779527-f6,Neutral,10/2/2023,Canister Seal Issue,Washington,District of Columbia,Call-Center,Below SLA,20,Chicago/IL,HOME
BTO-08323566-A-042670-Iv,Negative,10/4/2023,Canister Seal Issue,Washington,District of Columbia,Call-Center,Within SLA,5,Chicago/IL,HOME
XYA-48055803-1-352259-72,Very Negative,10/23/2023,Canister Seal Issue,Washington,District of Columbia,Email,Within SLA,38,Chicago/IL,HOME
XWA-42567010-Q-219379-Xg,Negative,10/22/2023,Canister Seal Issue,Washington,District of Columbia,Email,Within SLA,34,Los Angeles/CA,HOME
POU-43755256-S-443356-pq,Negative,10/13/2023,Power Cord issue,Washington,District of Columbia,Call-Center,Below SLA,38,Chicago/IL,HOME
EHG-49642562-5-492926-gW,Positive,10/6/2023,Canister Seal Issue,Washington,District of Columbia,Call-Center,Within SLA,42,Chicago/IL,HOME
LGN-67211566-l-120522-WB,Negative,10/15/2023,Canister Seal Issue,Washington,District of Columbia,Web,Below SLA,35,Los Angeles/CA,HOME
AxL-77370394-v-500446-5z,Very Negative,10/10/2023,Canister Seal Issue,Washington,District of Columbia,Email,Within SLA,30,Baltimore/MD,HOME
JFL-81493302-l-638425-3f,Positive,10/27/2023,Pressure Error Alert,Washington,District of Columbia,Email,Within SLA,33,Denver/CO,HOME
LPZ-68569025-3-287543-Bp,Neutral,10/12/2023,Pressure Error Alert,Washington,District of Columbia,Email,Within SLA,37,Los Angeles/CA,HOME
GNT-54110688-e-116020-eu,Neutral,10/12/2023,Canister Seal Issue,Washington,District of Columbia,Text,Within SLA,26,Baltimore/MD,HOME
QTU-69750864-i-044285-2E,Negative,10/6/2023,Pressure Error Alert,Washington,District of Columbia,Text,Below SLA,10,Los Angeles/CA,HOME
HUZ-48902400-R-369806-Bx,Very Negative,10/1/2023,Canister Seal Issue,Washington,District of Columbia,Text,Within SLA,21,Baltimore/MD,HOME
EUL-97955223-F-341442-pg,Negative,10/15/2023,Canister Seal Issue,Washington,District of Columbia,Email,Below SLA,35,Baltimore/MD,HOME
EEJ-39947158-B-111447-Fp,Very Negative,10/20/2023,Canister Seal Issue,Washington,District of Columbia,Text,Within SLA,19,Denver/CO,HOME
YTW-51840259-U-772762-R1,Neutral,10/22/2023,Canister Seal Issue,Washington,District of Columbia,Email,Below SLA,10,Baltimore/MD,HOME
BPV-01747155-u-842957-Wf,Negative,10/4/2023,Canister Seal Issue,Washington,District of Columbia,Web,Below SLA,39,Baltimore/MD,HOME
IEG-22378000-R-887099-4j,Negative,10/27/2023,Canister Seal Issue,Washington,District of Columbia,Web,Within SLA,17,Baltimore/MD,HOME
FTP-04531980-S-893051-HL,Negative,10/20/2023,Canister Seal Issue,Washington,District of Columbia,Email,Within SLA,28,Baltimore/MD,HOME
xJH-47668867-E-264392-eA,Negative,10/29/2023,Canister Seal Issue,Washington,District of Columbia,Call-Center,Below SLA,15,Chicago/IL,HOME
DIR-95933107-U-200902-By,Positive,10/13/2023,Pressure Error Alert,Washington,District of Columbia,Email,Within SLA,40,Baltimore/MD,HOME
DNS-22052755-l-120974-Dh,Neutral,10/29/2023,Canister Seal Issue,Washington,District of Columbia,Text,Below SLA,42,Chicago/IL,HOME
QSR-97802001-S-535462-wX,Very Positive,10/15/2023,Canister Seal Issue,Washington,District of Columbia,Text,Within SLA,31,Los Angeles/CA,HOME
LZT-79777243-U-532453-YE,Negative,10/4/2023,Pressure Error Alert,Washington,District of Columbia,Web,Within SLA,44,Los Angeles/CA,HOME
IRG-86871893-6-731545-sv,Negative,10/24/2023,Power Cord issue,Washington,District of Columbia,Call-Center,Below SLA,10,Los Angeles/CA,HOME
HWx-74507475-I-354417-6R,Very Positive,10/12/2023,Canister Seal Issue,Washington,District of Columbia,Web,Within SLA,10,Baltimore/MD,HOME
OOG-24066498-d-110648-H7,Positive,10/24/2023,Canister Seal Issue,Washington,District of Columbia,Text,Within SLA,37,Chicago/IL,HOME
GLJ-37794949-x-879412-20,Neutral,10/21/2023,Canister Seal Issue,Washington,District of Columbia,Web,Below SLA,14,Chicago/IL,HOME
JAL-46120315-B-413787-as,Negative,10/10/2023,Canister Seal Issue,Washington,District of Columbia,Email,Below SLA,20,Chicago/IL,HOME
RJT-96712137-B-802609-jA,Negative,10/20/2023,Canister Seal Issue,Washington,District of Columbia,Text,Within SLA,43,Los Angeles/CA,HOME
SxF-55672403-a-368152-WJ,Negative,10/11/2023,Canister Seal Issue,Washington,District of Columbia,Web,Within SLA,16,Los Angeles/CA,HOME
VHD-83924322-z-600540-NP,Negative,10/4/2023,Canister Seal Issue,Washington,District of Columbia,Web,Within SLA,32,Baltimore/MD,HOME
PIP-38796064-x-281249-wQ,Negative,10/19/2023,Power Cord issue,Washington,District of Columbia,Call-Center,Below SLA,9,Los Angeles/CA,HOME
UFZ-05530722-R-036199-nI,Negative,10/2/2023,Power Cord issue,Washington,District of Columbia,Call-Center,Within SLA,35,Baltimore/MD,HOME
RHX-42429832-f-252374-UT,Neutral,10/7/2023,Canister Seal Issue,Washington,District of Columbia,Email,Below SLA,41,Baltimore/MD,HOME
AGS-30315774-j-278035-9O,Positive,10/16/2023,Canister Seal Issue,Washington,District of Columbia,Call-Center,Within SLA,13,Los Angeles/CA,HOME
ZEZ-66594688-J-589796-wl,Negative,10/25/2023,Canister Seal Issue,Washington,District of Columbia,Web,Within SLA,25,Denver/CO,HOME
YPL-90900194-6-753388-U9,Negative,10/28/2023,Canister Seal Issue,Washington,District of Columbia,Text,Below SLA,35,Los Angeles/CA,HOME
OGZ-12018566-3-091886-RV,Very Negative,10/21/2023,Power Cord issue,Washington,District of Columbia,Call-Center,Within SLA,25,Chicago/IL,HOME
END-37663061-f-478556-Ue,Very Negative,10/29/2023,Canister Seal Issue,Washington,District of Columbia,Email,Within SLA,38,Baltimore/MD,HOME
URL-03444759-0-962630-iS,Negative,10/20/2023,Power Cord issue,Washington,District of Columbia,Call-Center,Below SLA,41,Baltimore/MD,HOME
IRU-23698165-x-632200-60,Negative,10/6/2023,Canister Seal Issue,Washington,District of Columbia,Text,Within SLA,38,Los Angeles/CA,HOME
HRR-11122547-X-622236-TG,Negative,10/10/2023,Canister Seal Issue,Washington,District of Columbia,Email,Within SLA,16,Chicago/IL,HOME
JUZ-54324269-l-348541-aX,Very Positive,10/23/2023,Canister Seal Issue,Washington,District of Columbia,Call-Center,Within SLA,21,Chicago/IL,HOME
RGV-31993840-n-437893-vs,Negative,10/25/2023,Canister Seal Issue,Washington,District of Columbia,Call-Center,Within SLA,35,Los Angeles/CA,HOME
JIF-29270015-8-490262-FN,Very Positive,10/27/2023,Canister Seal Issue,Washington,District of Columbia,Call-Center,Within SLA,19,Los Angeles/CA,HOME
GUR-79384417-a-340817-UJ,Very Negative,10/26/2023,Canister Seal Issue,Washington,District of Columbia,Web,Within SLA,13,Los Angeles/CA,HOME
SGY-50518505-J-686206-2E,Very Negative,10/20/2023,Canister Seal Issue,Washington,District of Columbia,Web,Below SLA,32,Los Angeles/CA,HOME
NQP-59540664-i-005403-Gz,Positive,10/14/2023,Pressure Error Alert,Washington,District of Columbia,Email,Below SLA,5,Los Angeles/CA,HOME
GQE-36440702-U-920550-jU,Negative,10/6/2023,Pressure Error Alert,Washington,District of Columbia,Text,Below SLA,32,Chicago/IL,HOME
RWX-85244963-S-328773-65,Negative,10/3/2023,Canister Seal Issue,Washington,District of Columbia,Text,Within SLA,31,Baltimore/MD,HOME
HQW-47635186-1-939408-7U,Negative,10/3/2023,Canister Seal Issue,Washington,District of Columbia,Call-Center,Within SLA,18,Denver/CO,HOME
ORF-85397463-P-599345-pS,Negative,10/9/2023,Pressure Error Alert,Washington,District of Columbia,Text,Above SLA,42,Denver/CO,HOME
BBP-73909084-H-051167-Xz,Very Negative,10/9/2023,Power Cord issue,Washington,District of Columbia,Call-Center,Within SLA,27,Los Angeles/CA,HOME
WWY-28187470-q-571558-70,Negative,10/17/2023,Canister Seal Issue,Washington,District of Columbia,Email,Within SLA,23,Baltimore/MD,HOME
RxE-47563243-B-248591-nU,Neutral,10/23/2023,Power Cord issue,Washington,District of Columbia,Call-Center,Within SLA,17,Baltimore/MD,HOME
BXR-52844601-y-528068-vx,Neutral,10/5/2023,Canister Seal Issue,Washington,District of Columbia,Text,Within SLA,41,Baltimore/MD,HOME
OED-72591636-g-640013-XH,Positive,10/10/2023,Canister Seal Issue,Washington,District of Columbia,Web,Above SLA,13,Chicago/IL,HOME
AWX-19832108-z-577547-po,Negative,10/20/2023,Power Cord issue,Washington,District of Columbia,Call-Center,Within SLA,17,Baltimore/MD,HOME
ZFO-88928002-Q-463000-ux,Neutral,10/9/2023,Canister Seal Issue,Washington,District of Columbia,Web,Within SLA,8,Los Angeles/CA,HOME
UAU-44396791-g-638249-70,Neutral,10/20/2023,Canister Seal Issue,Washington,District of Columbia,Email,Below SLA,15,Los Angeles/CA,HOME
RJX-58461571-O-198437-Z4,Negative,10/25/2023,Pressure Error Alert,Washington,District of Columbia,Text,Within SLA,22,Chicago/IL,HOME
NAU-37181253-3-062216-rr,Negative,10/10/2023,Canister Seal Issue,Washington,District of Columbia,Web,Below SLA,23,Baltimore/MD,HOME
LTQ-26304449-j-062941-qN,Negative,10/27/2023,Canister Seal Issue,Washington,District of Columbia,Text,Below SLA,22,Baltimore/MD,HOME
EWU-93660910-J-200552-QB,Neutral,10/16/2023,Canister Seal Issue,Washington,District of Columbia,Call-Center,Within SLA,39,Los Angeles/CA,HOME
FZF-28675743-3-318224-RR,Neutral,10/4/2023,Canister Seal Issue,Washington,District of Columbia,Web,Above SLA,10,Baltimore/MD,HOME
RDN-15677255-f-025884-B4,Negative,10/8/2023,Canister Seal Issue,Washington,District of Columbia,Text,Above SLA,39,Baltimore/MD,HOME
BOZ-28141883-x-766438-vd,Very Negative,10/16/2023,Canister Seal Issue,Washington,District of Columbia,Text,Within SLA,35,Los Angeles/CA,HOME
NTZ-95792839-j-998611-Al,Neutral,10/5/2023,Canister Seal Issue,Washington,District of Columbia,Text,Below SLA,43,Baltimore/MD,HOME
ILR-51329480-U-495484-YZ,Very Negative,10/18/2023,Canister Seal Issue,Washington,District of Columbia,Call-Center,Above SLA,9,Baltimore/MD,HOME
NBZ-55065378-g-278724-eY,Very Negative,10/17/2023,Canister Seal Issue,Washington,District of Columbia,Text,Above SLA,16,Chicago/IL,HOME
RUG-38424343-j-839958-Wd,Negative,10/29/2023,Pressure Error Alert,Washington,District of Columbia,Email,Within SLA,12,Los Angeles/CA,HOME
UTD-91569180-I-782485-Zu,Negative,10/16/2023,Power Cord issue,Washington,District of Columbia,Call-Center,Within SLA,33,Denver/CO,HOME
OLL-94797083-n-104214-xT,Positive,10/23/2023,Canister Seal Issue,Washington,District of Columbia,Call-Center,Below SLA,5,Chicago/IL,HOME
XFx-00980816-3-598343-Ra,Very Positive,10/11/2023,Canister Seal Issue,Washington,District of Columbia,Email,Within SLA,26,Baltimore/MD,HOME
AxH-35242613-P-759172-w4,Negative,10/19/2023,Power Cord issue,Washington,District of Columbia,Call-Center,Below SLA,13,Los Angeles/CA,HOME
NRV-25511288-O-913713-aL,Negative,10/14/2023,Pressure Error Alert,Washington,District of Columbia,Text,Above SLA,20,Baltimore/MD,HOME
NxJ-95900479-l-344840-AG,Neutral,10/2/2023,Canister Seal Issue,Washington,District of Columbia,Call-Center,Within SLA,25,Denver/CO,HOME
EWR-51589661-A-744379-Xr,Negative,10/17/2023,Canister Seal Issue,Washington,District of Columbia,Email,Within SLA,45,Chicago/IL,HOME
YxU-06062795-s-172981-Rq,Very Positive,10/4/2023,Power Cord issue,Washington,District of Columbia,Call-Center,Within SLA,36,Baltimore/MD,HOME
IWZ-19909173-R-101591-3R,Positive,10/11/2023,Power Cord issue,Washington,District of Columbia,Call-Center,Above SLA,42,Baltimore/MD,HOME
PYP-54336818-N-490561-jx,Neutral,10/16/2023,Pressure Error Alert,Washington,District of Columbia,Email,Above SLA,16,Chicago/IL,HOME
UTH-83542152-7-690223-2d,Neutral,10/23/2023,Canister Seal Issue,Washington,District of Columbia,Email,Within SLA,10,Baltimore/MD,HOME
xxR-12692550-b-603398-uW,Neutral,10/24/2023,Canister Seal Issue,Washington,District of Columbia,Text,Within SLA,6,Denver/CO,HOME
ONU-31528112-u-605946-iz,Neutral,10/10/2023,Power Cord issue,Washington,District of Columbia,Call-Center,Within SLA,21,Chicago/IL,HOME
WJT-54157606-B-355589-0b,Positive,10/22/2023,Canister Seal Issue,Washington,District of Columbia,Email,Below SLA,41,Baltimore/MD,HOME
UJH-43274168-x-885891-u8,Negative,10/16/2023,Power Cord issue,Washington,District of Columbia,Call-Center,Below SLA,41,Los Angeles/CA,HOME
YZH-47101763-x-420297-PO,Neutral,10/22/2023,Power Cord issue,Washington,District of Columbia,Call-Center,Below SLA,37,Chicago/IL,HOME
FGG-55647287-g-236905-hL,Negative,10/11/2023,Pressure Error Alert,Washington,District of Columbia,Text,Within SLA,39,Baltimore/MD,HOME
SXV-34919039-H-816705-xR,Very Negative,10/10/2023,Canister Seal Issue,Washington,District of Columbia,Call-Center,Within SLA,15,Los Angeles/CA,HOME
GHR-91569476-p-105999-H7,Neutral,10/7/2023,Canister Seal Issue,Washington,District of Columbia,Text,Within SLA,21,Los Angeles/CA,HOME
UAV-67618261-x-806955-O5,Negative,10/25/2023,Canister Seal Issue,Washington,District of Columbia,Web,Within SLA,45,Los Angeles/CA,HOME
HQO-23564487-l-387174-Xq,Negative,10/25/2023,Canister Seal Issue,Washington,District of Columbia,Call-Center,Within SLA,38,Los Angeles/CA,HOME
TVE-15753907-Z-891275-JR,Neutral,10/3/2023,Canister Seal Issue,Washington,District of Columbia,Call-Center,Below SLA,24,Los Angeles/CA,HOME
JPN-82510912-d-624765-Bh,Very Negative,10/23/2023,Canister Seal Issue,Washington,District of Columbia,Call-Center,Within SLA,41,Los Angeles/CA,HOME
GAH-85838288-R-030060-1V,Very Negative,10/2/2023,Canister Seal Issue,Washington,District of Columbia,Web,Below SLA,18,Chicago/IL,HOME
ROx-46396441-R-307015-Vl,Neutral,10/24/2023,Canister Seal Issue,Washington,District of Columbia,Text,Below SLA,24,Los Angeles/CA,HOME
NTE-28292196-I-888450-Jg,Negative,10/6/2023,Canister Seal Issue,Washington,District of Columbia,Email,Within SLA,41,Baltimore/MD,HOME
WZI-31707809-g-428024-OW,Positive,10/2/2023,Canister Seal Issue,Washington,District of Columbia,Text,Above SLA,15,Chicago/IL,HOME
TJB-24909123-w-800886-RR,Very Positive,10/19/2023,Canister Seal Issue,Washington,District of Columbia,Text,Within SLA,33,Los Angeles/CA,HOME
EHY-35369217-H-855663-WW,Negative,10/29/2023,Canister Seal Issue,Washington,District of Columbia,Text,Within SLA,7,Los Angeles/CA,HOME
OxW-10688997-x-223220-x0,Positive,10/23/2023,Canister Seal Issue,Washington,District of Columbia,Text,Below SLA,44,Chicago/IL,HOME
RPQ-09702147-I-818637-ux,Negative,10/17/2023,Power Cord issue,Washington,District of Columbia,Call-Center,Within SLA,10,Chicago/IL,HOME
EQI-00919062-o-168712-OG,Neutral,10/10/2023,Canister Seal Issue,Washington,District of Columbia,Text,Within SLA,7,Los Angeles/CA,HOME
BVV-80074550-X-122441-8J,Neutral,10/23/2023,Canister Seal Issue,Washington,District of Columbia,Email,Within SLA,10,Baltimore/MD,HOME
UOR-07310358-0-022630-oO,Negative,10/30/2023,Canister Seal Issue,Washington,District of Columbia,Web,Below SLA,26,Baltimore/MD,HOME
XBB-04487304-5-965251-nv,Neutral,10/6/2023,Canister Seal Issue,Washington,District of Columbia,Web,Within SLA,40,Chicago/IL,HOME
FLL-70371170-4-638185-qp,Negative,10/6/2023,Canister Seal Issue,Washington,District of Columbia,Email,Within SLA,40,Los Angeles/CA,HOME
RRG-21329364-I-226017-NH,Negative,10/3/2023,Canister Seal Issue,Washington,District of Columbia,Text,Above SLA,12,Los Angeles/CA,HOME
xVV-08637882-q-647017-UJ,Very Negative,10/11/2023,Canister Seal Issue,Washington,District of Columbia,Text,Within SLA,40,Baltimore/MD,HOME
URI-91836341-p-301041-DD,Negative,10/21/2023,Canister Seal Issue,Washington,District of Columbia,Text,Above SLA,12,Baltimore/MD,HOME
xDB-99557384-i-307256-yZ,Very Negative,10/11/2023,Pressure Error Alert,Washington,District of Columbia,Email,Within SLA,12,Chicago/IL,HOME
xYU-21257685-u-322370-Rr,Negative,10/17/2023,Canister Seal Issue,Washington,District of Columbia,Call-Center,Within SLA,42,Los Angeles/CA,HOME
BPU-34021121-H-946275-Ru,Positive,10/28/2023,Canister Seal Issue,Washington,District of Columbia,Text,Within SLA,17,Baltimore/MD,HOME
ROL-72245457-i-077783-py,Very Positive,10/12/2023,Canister Seal Issue,Washington,District of Columbia,Email,Within SLA,21,Los Angeles/CA,HOME
WFL-69174621-w-672103-qu,Negative,10/10/2023,Canister Seal Issue,Washington,District of Columbia,Text,Above SLA,31,Baltimore/MD,HOME
JUL-69004932-Q-340054-lU,Negative,10/3/2023,Canister Seal Issue,Washington,District of Columbia,Email,Within SLA,22,Los Angeles/CA,HOME
RWI-17383153-1-661582-ox,Positive,10/19/2023,Canister Seal Issue,Washington,District of Columbia,Email,Within SLA,26,Baltimore/MD,HOME
WRV-49247515-p-843229-OR,Negative,10/26/2023,Canister Seal Issue,Washington,District of Columbia,Text,Below SLA,18,Baltimore/MD,HOME
OXD-92014440-6-904816-Ii,Negative,10/3/2023,Canister Seal Issue,Washington,District of Columbia,Email,Within SLA,8,Baltimore/MD,HOME
SSQ-40379377-r-234408-Ll,Very Positive,10/2/2023,Canister Seal Issue,Washington,District of Columbia,Call-Center,Within SLA,26,Baltimore/MD,HOME
HxI-25288652-4-184156-5f,Very Negative,10/5/2023,Canister Seal Issue,Washington,District of Columbia,Web,Within SLA,17,Baltimore/MD,HOME
xTI-26605025-x-386052-x1,Neutral,10/16/2023,Power Cord issue,Washington,District of Columbia,Call-Center,Within SLA,8,Los Angeles/CA,HOME
RBV-43467583-5-059045-ql,Very Negative,10/24/2023,Canister Seal Issue,Washington,District of Columbia,Web,Within SLA,36,Baltimore/MD,HOME
RHX-88771729-9-955175-Rb,Neutral,10/17/2023,Power Cord issue,Washington,District of Columbia,Call-Center,Below SLA,11,Baltimore/MD,HOME
EUS-44004463-w-170330-Xv,Negative,10/19/2023,Canister Seal Issue,Washington,District of Columbia,Web,Within SLA,6,Chicago/IL,HOME
YYO-16812616-4-941398-OZ,Negative,10/30/2023,Power Cord issue,Washington,District of Columbia,Call-Center,Below SLA,34,Los Angeles/CA,HOME
DOD-01321483-x-072028-07,Positive,10/16/2023,Canister Seal Issue,Washington,District of Columbia,Text,Within SLA,22,Baltimore/MD,HOME
XxD-60538608-R-374539-UQ,Very Negative,10/8/2023,Canister Seal Issue,Washington,District of Columbia,Call-Center,Within SLA,23,Los Angeles/CA,HOME
xPA-82325480-j-965373-aN,Negative,10/12/2023,Pressure Error Alert,Washington,District of Columbia,Email,Within SLA,9,Denver/CO,HOME
VJU-52326903-U-876337-Yy,Very Positive,10/12/2023,Canister Seal Issue,Washington,District of Columbia,Web,Within SLA,34,Denver/CO,HOME
XOB-42505609-R-057501-2b,Negative,10/28/2023,Canister Seal Issue,Washington,District of Columbia,Text,Within SLA,30,Baltimore/MD,HOME
UET-21307951-b-184383-Ut,Negative,10/27/2023,Canister Seal Issue,Washington,District of Columbia,Web,Within SLA,28,Baltimore/MD,HOME
